show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s233,Movie,A Stoning in Fulham County,Larry Elikann,"Ken Olin, Jill Eikenberry, Maureen Mueller, Gregg Henry, Nicholas Pryor, Noble Willingham, Peter Michael Goetz, Ron Perlman, Theodore Bikel, Olivia Burnette, Bill Allen, Brad Pitt",United States,"October 1, 2011",1988,TV-14,95 min,Dramas,"After reckless teens kill an Amish child, a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community."
s268,Movie,Aakhri Adaalat,Rajiv Mehra,"Vinod Khanna, Dimple Kapadia, Jackie Shroff, Sonam, Vinod Mehra, Shafi Inamdar, Gulshan Grover, Roopesh Kumar",India,"September 1, 2017",1988,TV-14,148 min,"Action & Adventure, International Movies",An intrepid police inspector forced into a desk job must take matters into his own hands when ruthless criminals are released on a technicality.
s1332,Movie,Child's Play,Tom Holland,"Catherine Hicks, Alex Vincent, Brad Dourif, Chris Sarandon, Dinah Manoff, Tommy Swerdlow, Jack Colvin, Neil Giuntoli, Juan Ramírez, Alan Wilder",United States,"December 31, 2019",1988,R,87 min,"Cult Movies, Horror Movies","When a rash of murders unfolds, 6-year-old Andy knows that his toy doll Chucky is the killer, but neither his mom nor the cops believe him."
s2731,TV Show,High Risk,,,United States,"September 1, 2017",1988,TV-PG,1 Season,"Docuseries, Reality TV","From scientists to snake handlers, this series explores what motivates some people to put themselves in jeopardy to perform extraordinary feats."
s2740,TV Show,Highway to Heaven,,"Michael Landon, Victor French",United States," November 1, 2016",1988,TV-PG,5 Seasons,TV Dramas,"Under God's direction, angel Jonathan and ex-cop Mark help troubled souls overcome adversity and embrace honesty, kindness and forgiveness."
s3388,Movie,Killer Klowns from Outer Space,Stephen Chiodo,"Grant Cramer, Suzanne Snyder, John Allen Nelson, John Vernon, Michael S. Siegel, Peter Licassi, Royal Dano, Christopher Titus, Irene Michaels, Karla Sue Krull",United States,"April 1, 2020",1988,PG-13,86 min,"Comedies, Cult Movies, Horror Movies","An alien band of killer clowns descends from the cosmos to harvest scores of small-town victims, cocooning their prey in cotton candy to eat later."
s4004,Movie,Maza Pati Karodpati,Sachin,"Sachin, Supriya Pilgaonkar, Ashok Saraf, Kishori Shahane, Suhas Bhalekar, Manchindra Kamble, Jairam Kulkarni, Nilu Phule, Shubha Khote",India,"January 1, 2018",1988,TV-PG,132 min,"Comedies, International Movies, Romantic Movies",An orphan girl who has ambitions of marrying a rich man changes her identity to win the heart of a prominent businessman's son.
s4373,Movie,Mystic Pizza,Donald Petrie,"Annabeth Gish, Julia Roberts, Lili Taylor, Vincent D'Onofrio, William R. Moses, Adam Storke, Conchata Ferrell, Joanna Merlin, Porscha Radcliffe, John Fiore",United States,"January 1, 2021",1988,R,104 min,"Comedies, Dramas, Independent Movies","In a small fishing town, three teenage girls from blue-collar families navigate life and love while working in a pizza parlor."
s4744,Movie,Painted Faces,Alex Law,"Sammo Kam-Bo Hung, Ching-Ying Lam, Cheng Pei-pei",Hong Kong,"August 16, 2018",1988,TV-PG,108 min,"Dramas, International Movies","In this dramatized rendition, students undergo rigorous study at Master Yu's Peking Opera school, a cradle for future Hong Kong film stars."
s4813,Movie,Pee-wee's Playhouse: Christmas Special,"Paul Reubens, Wayne Orr","Paul Reubens, Annette Funicello, Frankie Avalon, Grace Jones, k.d. lang, Dinah Shore, Little Richard, Cher, Eadie del Rubio, Magic Johnson, Elena del Rubio, Zsa Zsa Gabor, Milly del Rubio, Whoopi Goldberg, Oprah Winfrey, Joan Rivers",United States,"December 18, 2014",1988,TV-PG,48 min,Movies,"Amid an avalanche of stars, Pee-wee straps on his ice skates and glides into the holiday season with Christmas cards, carols ... and Charo."
s5042,Movie,Quiet Victory: The Charlie Wedemeyer Story,Roy Campanella II,"Pam Dawber, Michael Nouri, Bess Meyer, Peter Berg, James Handy, Kyle Chandler",United States,"October 1, 2011",1988,TV-PG,93 min,"Dramas, Sports Movies","When high school football coach Charlie Wedemeyer is diagnosed with Lou Gehrig's disease, he perseveres in leading his team despite becoming disabled."
s5071,Movie,Rain Man,Barry Levinson,"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock, Michael D. Roberts, Ralph Seymour, Lucinda Jenney, Bonnie Hunt",United States,"July 1, 2019",1988,R,134 min,"Classic Movies, Dramas","A fast-talking yuppie is forced to slow down when he meets the brother he never knew he had, an unusually gifted autistic savant named Raymond."
s5433,Movie,School Daze,Spike Lee,"Laurence Fishburne, Giancarlo Esposito, Tisha Campbell-Martin, Kyme, Joe Seneca, Ellen Holly, Art Evans, Ossie Davis, Bill Nunn, James Bond III",United States,"November 1, 2020",1988,R,120 min,"Comedies, Dramas","At a Historically Black College, a student activist and his cousin pledging a fraternity navigate social divides amid parties, protests and conflicts."
s6698,Movie,The Naked Gun: From the Files of Police Squad!,David Zucker,"Leslie Nielsen, Priscilla Presley, George Kennedy, Ricardo Montalban, O.J. Simpson, Raye Birk, Susan Beaubian, Nancy Marchand",United States,"January 1, 2021",1988,PG-13,85 min,"Comedies, Cult Movies",Hapless cop Frank Drebin causes more problems than he solves while trying to stop a deadly plot involving Queen Elizabeth II.
