show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s491,Movie,An Egyptian Story,Youssef Chahine,"Nour El-Sherif, Magda El-Khatib, Yousra, Mohsen Mohiedine, Oussama Nadir, Layla Hamadah, Mohamed Mounir, Ragaa Hussein",Egypt,"June 18, 2020",1982,TV-MA,129 min,"Classic Movies, Dramas, International Movies","While undergoing heart surgery in London, Yehia reflects on his life as his heart chamber becomes a courtroom where he's tried for his mistakes."
s774,Movie,Bazaar,Sagar Sarhadi,"Farooq Shaikh, Smita Patil, Naseeruddin Shah, Bharat Kapoor, Supriya Pathak, Rita Rani Kaul, Malika",India,"December 31, 2019",1982,TV-14,121 min,"Dramas, Independent Movies, International Movies","A young man challenges traditional customs by standing up to the father of the woman he loves, who has promised her to a wealthy expatriate."
s1778,Movie,Disco Dancer,B. Subhash,"Mithun Chakraborty, Kim, Kalpana Iyer, Om Puri, Gita Siddharth, Yusuf Khan, Bob Christo, Om Shivpuri, Karan Razdan",India,"October 12, 2020",1982,TV-14,134 min,"Cult Movies, Dramas, International Movies","A poor boy grows up to be a famous disco dancer, hoping to use his art to exact revenge on the millionaire who once framed him and his mother for theft."
s2198,Movie,Five Elements Ninjas,Cheh Chang,"Tien-chi Cheng, Tien Hsiang Lung, Meng Lo, Michael Chan Wai-Man, Pei Hsi Chen, Li Wang, Ke Chu",Hong Kong,"September 17, 2019",1982,R,104 min,"Action & Adventure, International Movies","When five ninjas whose fighting styles are based on natural elements unleash their fury on a rival school, a lone survivor vows deadly revenge."
s3318,Movie,Katha,Sai Paranjape,"Farooq Shaikh, Naseeruddin Shah, Deepti Naval, Veeni Paranjape Joglekar, Mallika Sarabhai, Arun Joglekar",India,"December 31, 2019",1982,TV-PG,140 min,"Comedies, Dramas, Independent Movies","Secretly in love with his neighbor, a mild-mannered clerk is heartbroken when his much bolder, more charming friend wins her heart instead."
s3575,Movie,Legendary Weapons of China,Chia-Liang Liu,"Gordon Liu, Chia Yung Liu, Hou Hsiao, Chia-Liang Liu, Tiet Wo Chu, Sheng Fu, Kara Hui",Hong Kong,"August 16, 2018",1982,TV-14,101 min,"Action & Adventure, Cult Movies, International Movies","Three assassins – magician Lei Ying, hit man Tieh Hon and kung fu master Ti Tan – are sent to Yunnan by their clan leader to bring to justice another clan member who betrayed the tribe."
s3695,Movie,Lock Your Girls In,Fouad El-Mohandes,"Fouad El-Mohandes, Sanaa Younes, Sherihan, Ahmed Rateb, Ijlal Zaki, Zakariya Mowafi",,"May 21, 2020",1982,TV-PG,233 min,"Comedies, International Movies, Romantic Movies",A widower believes he must marry off his three problematic daughters before he can pursue his real goal of marrying his secret love.
s4214,Movie,Monty Python: Live at The Hollywood Bowl,"Terry Hughes, Ian MacNaughton","Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Neil Innes, Carol Cleveland",United Kingdom,"October 2, 2018",1982,R,80 min,Comedies,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling."""
s4396,Movie,Namak Halaal,Prakash Mehra,"Amitabh Bachchan, Shashi Kapoor, Parveen Babi, Smita Patil, Waheeda Rehman, Om Prakash, Ranjeet, Satyendra Kapoor",India,"December 31, 2019",1982,TV-14,171 min,"Action & Adventure, Comedies, International Movies","While loyally defending his boss from mobsters trying to kill him, a naive, hotel bellboy discovers the family he never knew he had."
s5248,Movie,Rocky III,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Tony Burton, Mr. T, Hulk Hogan, Ian Fried",United States,"August 1, 2019",1982,PG,100 min,"Dramas, Sports Movies","After taking a pounding from a powerful young fighter, humbled world champ Rocky Balboa turns to ex-rival Apollo Creed for help in regaining his form."
