show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s487,Movie,An American Tail: Fievel Goes West,"Phil Nibbelink, Simon Wells","Philip Glasser, James Stewart, Erica Yohn, Cathy Cavadini, Nehemiah Persoff, Dom DeLuise, Amy Irving, John Cleese, Jon Lovitz",United States,"April 1, 2018",1991,G,75 min,Children & Family Movies,"Fievel and his family head west for what turns out to be a wild adventure. Deep in cowboy country, the intrepid mouse faces down a nasty feline."
s920,Movie,Bill Hicks: One Night Stand,John Fortenberry,Bill Hicks,United Kingdom,"December 31, 2018",1991,TV-MA,28 min,Stand-Up Comedy,"Bill Hicks remembers a wild night in 1989 and offers his views on puffing cigarettes, smoking weed, drinking, sex, commercials and music."
s1013,TV Show,Bob Ross: Beauty Is Everywhere,,Bob Ross,,"June 1, 2016",1991,TV-G,1 Season,TV Shows,"""The Joy of Painting"" host Bob Ross brings his signature wet-on-wet style to a bevy of bucolic landscape paintings celebrating the beauty of nature."
s1629,Movie,Daughters of the Dust,Julie Dash,"Cora Lee Day, Alva Rogers, Barbarao, Trula Hoosier, Adisa Anderson, Kaycee Moore, Bahni Turpin, Cheryl Lynn Bruce, Tommy Redmond Hicks, Cornell Royal","United Kingdom, United States","June 10, 2017",1991,NR,112 min,"Classic Movies, Dramas, Independent Movies",An African American Gullah family leaves their coastal island home in 1902 and risks losing their culture to start a new life on the U.S. mainland.
s2800,Movie,Hook,Steven Spielberg,"Dustin Hoffman, Robin Williams, Julia Roberts, Bob Hoskins, Maggie Smith, Caroline Goodall, Charlie Korsmo, Amber Scott, Laurel Cronin, Phil Collins",United States,"January 15, 2021",1991,PG,142 min,Children & Family Movies,"Peter Pan, now grown up and a workaholic, must return to Neverland to save his kids from the clutches of vengeful pirate Captain Hook."
s4321,Movie,My Girl,Howard Zieff,"Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky, Richard Masur, Griffin Dunne, Ann Nelson, Peter Michael Goetz, Jane Hallaren, Anthony R. Jones",United States,"January 1, 2020",1991,PG-13,102 min,Dramas,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.
s4702,Movie,Out of Life,Maroun Baghdadi,"Hippolyte Girardot, Rafik Ali Ahmad, Hussein Sbeity, Habib Hammoud, Majdi Machmouchi, Hassan Farhat, Hassan Zbib, Nabila Zeitouni, Hamza Nasrallah, Sami Hawat, Sabrina Leurquin, Roger Assaf, Nidal El Askhar","France, Belgium, Italy","October 19, 2020",1991,TV-MA,94 min,"Classic Movies, Dramas, International Movies","Kidnapped by guerrillas in Beirut, a French photojournalist refuses to yield his dignity despite being tortured and brainwashed by his captors."
s5359,Movie,Sam Kinison: Family Entertainment Hour,Walter C. Miller,Sam Kinison,United States,"December 31, 2018",1991,TV-MA,49 min,Stand-Up Comedy,"Comic Sam Kinison lets it rip with this performance at L.A.'s Wiltern theatre, skewering every segment of modern society from religion to television."
s5360,Movie,Sam Kinison: Live in Vegas,Walter C. Miller,Sam Kinison,United States,"December 31, 2018",1991,TV-MA,71 min,Stand-Up Comedy,Standup legend Sam Kinison is at his screaming best as he storms the stage in Sin City to get a few things off his chest.
s5565,Movie,Shikari,"Latif Faiziyev, Umesh Mehra","Mithun Chakraborty, Naseeruddin Shah, Irina Kushnareva, Varsha Usgaonkar, Gulshan Grover, Anjana Mumtaz, Amrish Puri, Amrit Pal, Achyut Potdar, Lilliput","India, Soviet Union","December 8, 2017",1991,TV-14,163 min,"Dramas, International Movies, Music & Musicals","When Shankar, who performs on the road with partner Chanchal and elephant Appu, falls for a Russian circus performer, jealousies and conflicts arise."
